id,file,symbol_or_kind,lines,match_count,snippet,current_mechanism,current_role_ownership_assumption,target_capability,server_enforcement,rls_enforcement,ui_enforcement,owner_user_id_class,migration_dependency,wave,risk,test_required,scope
0212,supabase/migrations/20260629240000_couple_portal_collaboration.sql,owner_user_id,"83,125",2,and owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0213,supabase/migrations/20260629260000_client_media.sql,owner_user_id,67,1,and owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0214,supabase/migrations/20260702950000_sprint95_couple_messaging.sql,owner_user_id,"69,77,86,119,174,251,287,438",8,WHERE v.id = venue_id AND v.owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0215,supabase/migrations/20260702960000_sprint955_message_polish.sql,owner_user_id,58,1,WHERE v.owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0216,supabase/migrations/20260703150000_sprint76_brand_colors.sql,owner_user_id,"31,68",2,"owner_user_id, name, business_name, email, phone, website,",venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,a_account_contact_or_historical,multi-owner + account contact,4,H,Y,venue_team
0217,supabase/migrations/20260706110000_sprint104_5_vendor_foundation.sql,in_owner_manager_sql,"225,274,377",3,"and vu.role in ('owner', 'manager')","RLS/SQL current_user_role() in ('owner','manager')",owner|manager,LEGACY_ROLE_RLS_GATE,Y,Y,N,,remaining role-string retirement,9,H,Y,venue_team
0218,supabase/migrations/20260706110000_sprint104_5_vendor_foundation.sql,owner_user_id,"203,216,236,237,287,327,328,360,413,464,465,556",12,and v.owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0219,supabase/migrations/20260707200000_sprint83_keepsake.sql,owner_user_id,"33,56",2,and owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0220,supabase/migrations/20260708000000_sprint84_feedback.sql,owner_user_id,"65,125,160,511,593,635,675,710",8,and v.owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0221,supabase/migrations/20260708110000_sprint85_notifications_center.sql,owner_user_id,"56,64,125,178",4,and v.owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0222,supabase/migrations/20260708115000_sprint86_notification_preferences.sql,owner_user_id,"47,55,126,188",4,and owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0223,supabase/migrations/20260708120000_sprint107_team_collaboration.sql,current_user_venue_id,"11,15,37,43,60,110,122,145,155,156,166,167,171,172,176,177,181,182,193,194…",155,--   2. current_user_venue_id() DB helper — resolves owner OR team member,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,team.invite|team.change_access|team.remove,Y,Y,N,,sensitive capability conversion,6,M,Y,venue_team
0224,supabase/migrations/20260708120000_sprint107_team_collaboration.sql,owner_user_id,"39,51,128,134,135,143",6,-- Security definer so the owner subquery (indexed on owner_user_id) runs with,venues.owner_user_id reference,singular venue owner column,team.invite|team.change_access|team.remove,Y,partial,N,a_account_contact_or_historical,sensitive capability conversion,6,M,Y,venue_team
0225,supabase/migrations/20260709120000_sprint108_activation_engine.sql,current_user_venue_id,"45,49,96,100,104,126,130,152",8,using (venue_id = public.current_user_venue_id());,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0226,supabase/migrations/20260710010000_sprint108_digest_eligible_venues.sql,owner_user_id,33,1,join auth.users u on u.id = v.owner_user_id,venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,a_account_contact_or_historical,multi-owner + account contact,4,H,Y,venue_team
0227,supabase/migrations/20260710100000_sprint86_global_search.sql,owner_user_id,65,1,where owner_user_id = auth.uid();,venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0228,supabase/migrations/20260711000000_sprint108_5_beta_command_center.sql,current_user_venue_id,"38,107,185,441,534",5,using (venue_id = public.current_user_venue_id());,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0229,supabase/migrations/20260711000002_sprint87_venue_analytics.sql,owner_user_id,"24,227",2,where owner_user_id = auth.uid();,venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0230,supabase/migrations/20260712100000_sprint88_luv_rollup.sql,owner_user_id,"43,65",2,select id into v_venue_id from public.venues where owner_user_id = auth.uid();,venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0231,supabase/migrations/20260713300000_fix_engagement_event_guard_regression.sql,current_user_venue_id,"6,7,10,49",4,--   current_user_venue_id() = p_venue_id  OR  is_hq_admin(),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0232,supabase/migrations/20260713400000_fix_vendor_rls_infinite_recursion.sql,current_user_venue_id,16,1,-- Fix: the same pattern already used for current_user_venue_id() — a,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0233,supabase/migrations/20260713400000_fix_vendor_rls_infinite_recursion.sql,in_owner_manager_sql,"69,82",2,"and public.current_user_vendor_role() in ('owner', 'manager')","RLS/SQL current_user_role() in ('owner','manager')",owner|manager,LEGACY_ROLE_RLS_GATE,Y,Y,N,,remaining role-string retirement,9,H,Y,venue_team
0234,supabase/migrations/20260713400000_fix_vendor_rls_infinite_recursion.sql,owner_user_id,60,1,and v.owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0235,supabase/migrations/20260716000000_tr_g1_permissions_enforcement.sql,current_user_role_rpc,"22,26,40,59,67,77,83,93,99,109,122,133,140",13,"-- current_user_role() — same SECURITY DEFINER pattern as current_user_venue_id(),",SQL/RPC current_user_role(),prefers venues.owner_user_id then staff role LIMIT 1,LEGACY_ROLE_RESOLUTION,Y,Y,N,,remaining role-string retirement,9,M,Y,venue_team
0236,supabase/migrations/20260716000000_tr_g1_permissions_enforcement.sql,current_user_venue_id,"22,25,49,52,55,56,59,67,70,73,74,77,83,86,89,90,93,99,102,105…",22,"-- current_user_role() — same SECURITY DEFINER pattern as current_user_venue_id(),",SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0237,supabase/migrations/20260716000000_tr_g1_permissions_enforcement.sql,in_owner_manager_sql,"59,77,93,109",4,"using (venue_id = current_user_venue_id() and current_user_role() in ('owner', 'manager'));","RLS/SQL current_user_role() in ('owner','manager')",owner|manager,LEGACY_ROLE_RLS_GATE,Y,Y,N,,remaining role-string retirement,9,H,Y,venue_team
0238,supabase/migrations/20260716000000_tr_g1_permissions_enforcement.sql,owner_user_id,"33,120,131,138",4,"(select 'owner' from public.venues where owner_user_id = auth.uid() limit 1),",venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0239,supabase/migrations/20260716200000_tr_g2_data_export.sql,current_user_venue_id,"7,20",2,--     re-checked against current_user_venue_id() inside the function).,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,data.export,Y,Y,N,,sensitive capability conversion,6,H,Y,venue_team
0240,supabase/migrations/20260716200000_tr_g2_data_export.sql,get_venue_export,"5,12,58",3,--   get_venue_export(p_venue_id)  — called from an authenticated venue-staff,get_venue_export RPC,venue_id == current_user_venue_id only,data.export,Y,partial,N,,sensitive capability conversion,6,H,Y,venue_team
0241,supabase/migrations/20260717300000_tr_m7_messaging_venue_resolution_and_webhooks.sql,current_user_venue_id,"8,17,21,25,32,41,76,125,152,176",10,--    `current_user_venue_id()` after Sprint 107 added multi-staff support.,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0242,supabase/migrations/20260717300000_tr_m7_messaging_venue_resolution_and_webhooks.sql,owner_user_id,7,1,--    `venues.owner_user_id = auth.uid()` only — never updated to,venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0243,supabase/migrations/20260719000000_program2_phase2_relationship_and_conversation_foundation.sql,current_user_venue_id,"53,198,201,204,210",5,for all using (venue_id = current_user_venue_id());,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0244,supabase/migrations/20260720000000_program2_phase2a_backfill_sync_and_rpcs.sql,current_user_venue_id,"278,328,377,403",4,v_venue_id := current_user_venue_id();,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0245,supabase/migrations/20260722000000_planning_playbook_milestones.sql,current_user_venue_id,"55,56",2,using      (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0246,supabase/migrations/20260723000000_vendor_relationship_lifecycle.sql,owner_user_id,"63,72,84,96,254,262",6,where vvr.vendor_id = vendors.id and vvr.status <> 'inactive' and v.owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0247,supabase/migrations/20260725000000_prevent_duplicate_playbook_application.sql,current_user_venue_id,"38,39",2,using      (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0248,supabase/migrations/20260727000000_planning_related_context.sql,current_user_venue_id,"49,50",2,using (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0249,supabase/migrations/20260728000000_planning_templates_ux_rebuild.sql,current_user_venue_id,"55,56",2,using      (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0250,supabase/migrations/20260730000000_vendor_management_recommendations.sql,current_user_venue_id,"38,39",2,using      (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0251,supabase/migrations/20260802000000_message_templates.sql,current_user_venue_id,"54,55",2,using      (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0252,supabase/migrations/20260803000000_scheduled_messages.sql,current_user_venue_id,"57,58",2,using      (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0253,supabase/migrations/20260804000000_message_sequences.sql,current_user_venue_id,"114,115,119,120,124,125",6,using      (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0254,supabase/migrations/20260805000000_pipeline_templates.sql,current_user_venue_id,"61,62,66,67",4,using      (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0255,supabase/migrations/20260808000000_timeline_templates.sql,current_user_venue_id,"70,71,75,76",4,using      (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0256,supabase/migrations/20260809000000_booking_timeline_sections.sql,current_user_venue_id,"75,76,80,81,85,86",6,using      (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0257,supabase/migrations/20260813000000_timeline_integration.sql,current_user_venue_id,"42,43",2,using      (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0258,supabase/migrations/20260814000000_floor_plan_templates.sql,current_user_venue_id,"73,74,78,79",4,using      (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,events.floor_plans,Y,Y,N,,staff narrowing / finance caps,7,M,Y,venue_team
0259,supabase/migrations/20260816000000_inventory_foundation.sql,current_user_venue_id,"105,106,110,111",4,using      (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0260,supabase/migrations/20260818000000_communication_workspace_completion.sql,current_user_venue_id,24,1,v_venue_id := current_user_venue_id();,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0261,supabase/migrations/20260819000000_client_identity_foundation.sql,current_user_venue_id,"71,72,130,152,277",5,using (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0262,supabase/migrations/20260820000000_request_framework.sql,current_user_venue_id,"60,61,95,103",4,using (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0263,supabase/migrations/20260825000000_guest_household_foundation.sql,current_user_venue_id,26,1,--    `venue_id = current_user_venue_id()` SELECT policy — any active venue,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0264,supabase/migrations/20260829000000_luv_infrastructure_repair.sql,current_user_venue_id,"19,68",2,"--      current_user_venue_id() helper, exactly as every sibling Luv",SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0265,supabase/migrations/20260829000000_luv_infrastructure_repair.sql,owner_user_id,17,1,--      existed (`venues` uses `owner_user_id`) — this alone throws on,venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,a_account_contact_or_historical,multi-owner + account contact,4,H,Y,venue_team
0266,supabase/migrations/20260901000000_platform_event_framework_phase1.sql,current_user_venue_id,59,1,using (venue_id = current_user_venue_id());,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0267,supabase/migrations/20260903000000_automation_framework_phase1.sql,current_user_venue_id,"48,49,78",3,using (venue_id = current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0268,supabase/migrations/20260910000000_timeline_wedding_day_ops_authorization.sql,current_user_venue_id,"10,21,41,164,183",5,"-- (current_user_venue_id(), the same helper this codebase's own RLS",SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0269,supabase/migrations/20260911000000_wedding_day_ops_staff_visibility.sql,current_user_venue_id,27,1,if v_venue_id is null or v_venue_id is distinct from public.current_user_venue_id() then,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0270,supabase/migrations/20260918000000_communication_trust_message_status.sql,current_user_venue_id,"64,163",2,v_venue_id := current_user_venue_id();,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0271,supabase/migrations/20260920000000_communication_diagnostics_hq_access.sql,current_user_venue_id,7,1,"-- ""your own venue"" (owner_user_id = auth.uid() / current_user_venue_id()),",SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0272,supabase/migrations/20260920000000_communication_diagnostics_hq_access.sql,owner_user_id,7,1,"-- ""your own venue"" (owner_user_id = auth.uid() / current_user_venue_id()),",venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0273,supabase/migrations/20260922000000_coordinator_tour_scheduling.sql,current_user_venue_id,"26,36,37,209,236,326",6,"-- Written in Sprint 45, before current_user_venue_id() (Sprint 107) existed",SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0274,supabase/migrations/20260922000000_coordinator_tour_scheduling.sql,owner_user_id,27,1,"-- — ""owner_user_id = auth.uid()"" means any coordinator who is not literally",venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0275,supabase/migrations/20260923000000_event_order_foundation.sql,current_user_venue_id,"156,157,161,162,166,167,171,172",8,using      (venue_id = public.current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0276,supabase/migrations/20260927000000_fix_venue_setup_rls_self_reference.sql,current_user_venue_id,"10,11,51",3,-- row to satisfy venues' SELECT policy (`id = current_user_venue_id()`).,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0277,supabase/migrations/20260927000000_fix_venue_setup_rls_self_reference.sql,owner_user_id,"4,71,76",3,-- Bug: `insert into public.venues (...) on conflict (owner_user_id) do update,venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,a_account_contact_or_historical,multi-owner + account contact,4,H,Y,venue_team
0278,supabase/migrations/20260928000000_atomic_lead_creation.sql,current_user_venue_id,38,1,v_venue_id  uuid := public.current_user_venue_id();,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0279,supabase/migrations/20260929000000_phase4_floor_plan_finalized_checkpoint.sql,current_user_venue_id,13,1,-- `current_user_venue_id()` policy pattern by,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,events.floor_plans,Y,Y,N,,staff narrowing / finance caps,7,M,Y,venue_team
0280,supabase/migrations/20260930000000_atomic_client_and_vendor_creation.sql,current_user_venue_id,"26,111",2,v_venue_id  uuid := public.current_user_venue_id();,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0281,supabase/migrations/20261001000000_tr_g5_refund_rls_backstop.sql,current_user_role_rpc,29,1,and (status <> 'refunded' or current_user_role() = 'owner'),SQL/RPC current_user_role(),prefers venues.owner_user_id then staff role LIMIT 1,payments.refund,Y,Y,N,,sensitive capability conversion,6,H,Y,venue_team
0282,supabase/migrations/20261001000000_tr_g5_refund_rls_backstop.sql,current_user_venue_id,"26,28",2,using (venue_id = current_user_venue_id()),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,payments.refund,Y,Y,N,,sensitive capability conversion,6,H,Y,venue_team
0283,supabase/migrations/20261001000000_tr_g5_refund_rls_backstop.sql,refundLineItem_,5,1,-- architecture-remediation-plan.md). refundLineItem_ (lib/payments/service.ts),refundLineItem_ service,owner only,payments.refund,Y,partial,N,,sensitive capability conversion,6,H,Y,venue_team
0284,supabase/migrations/20261001000000_tr_g5_refund_rls_backstop.sql,role_owner_sql,29,1,and (status <> 'refunded' or current_user_role() = 'owner'),RLS/SQL role owner/staff clause,see snippet,payments.refund,Y,Y,N,,sensitive capability conversion,6,H,Y,venue_team
0285,supabase/migrations/20261002000000_tr_g6_core_object_delete_role_gate.sql,current_user_role_rpc,"31,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,90…",41,-- Same current_user_role() helper TR-G1 already established; no new,SQL/RPC current_user_role(),prefers venues.owner_user_id then staff role LIMIT 1,LEGACY_ROLE_RESOLUTION,Y,Y,N,,remaining role-string retirement,9,M,Y,venue_team
0286,supabase/migrations/20261002000000_tr_g6_core_object_delete_role_gate.sql,current_user_venue_id,6,1,"-- ""for all using (venue_id = current_user_venue_id())"" policy with no role",SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0287,supabase/migrations/20261002000000_tr_g6_core_object_delete_role_gate.sql,in_owner_manager_sql,"36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,90,93…",40,"using (current_user_role() in ('owner', 'manager'));","RLS/SQL current_user_role() in ('owner','manager')",owner|manager,LEGACY_ROLE_RLS_GATE,Y,Y,N,,remaining role-string retirement,9,H,Y,venue_team
0288,supabase/migrations/20261003000000_tr_g7_invite_identity_check.sql,current_user_role_rpc,11,1,-- at the same venue — current_user_role()/current_user_venue_id() have no,SQL/RPC current_user_role(),prefers venues.owner_user_id then staff role LIMIT 1,LEGACY_ROLE_RESOLUTION,Y,Y,N,,remaining role-string retirement,9,M,Y,venue_team
0289,supabase/migrations/20261003000000_tr_g7_invite_identity_check.sql,current_user_venue_id,11,1,-- at the same venue — current_user_role()/current_user_venue_id() have no,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0290,supabase/migrations/20261011000000_hosted_experience_phase2_section_table.sql,current_user_venue_id,58,1,and w.venue_id = public.current_user_venue_id(),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0291,supabase/migrations/20261015000000_hosted_experience_phase3_publishing_schema.sql,current_user_venue_id,78,1,and w.venue_id = public.current_user_venue_id(),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0292,supabase/migrations/20261024000000_commitment_alignment_guest_count_submission.sql,current_user_venue_id,43,1,using (venue_id = current_user_venue_id());,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0293,supabase/migrations/20261025000000_commitment_alignment_seating_schema.sql,current_user_venue_id,"66,94",2,using (venue_id = current_user_venue_id());,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,events.floor_plans,Y,Y,N,,staff narrowing / finance caps,7,M,Y,venue_team
0294,supabase/migrations/20261025010000_commitment_alignment_seating_rpcs.sql,current_user_venue_id,"445,454,503,544,567,618",6,"--    and revoke — all authenticated via current_user_venue_id(), never a",SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,events.floor_plans,Y,Y,N,,staff narrowing / finance caps,7,M,Y,venue_team
0295,supabase/migrations/20261025040000_commitment_alignment_seating_operational_delegation_id_fix.sql,current_user_venue_id,16,1,v_venue_id uuid := current_user_venue_id();,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,events.floor_plans,Y,Y,N,,staff narrowing / finance caps,7,M,Y,venue_team
0296,supabase/migrations/20261025050000_commitment_alignment_seating_venue_assign_fix.sql,current_user_venue_id,17,1,v_venue_id uuid := current_user_venue_id();,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,events.floor_plans,Y,Y,N,,staff narrowing / finance caps,7,M,Y,venue_team
0297,supabase/migrations/20261026000000_commitment_alignment_vendor_selection_submission.sql,current_user_venue_id,45,1,using (venue_id = current_user_venue_id());,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0298,supabase/migrations/20261029010000_timeline_submissions.sql,current_user_venue_id,27,1,using (venue_id = current_user_venue_id());,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
0299,supabase/migrations/20261029040000_timeline_merged_venue_view.sql,current_user_venue_id,"26,99",2,if v_venue_id is null or v_venue_id is distinct from public.current_user_venue_id() then,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,Y,N,,active venue context,2,H,Y,venue_team
